Argument ID	Part	Usage	Conclusion	Stance	Premise
A20030	usa	train	We should prohibit school prayer	in favor of	enforced prayer sessions in schools indoctrinate children into regressive belief systems and limit their ability to think independently for themselves and so should be removed from all schooling
A20031	usa	train	Surrogacy should be banned	in favor of	surrogacy creates a host of complicated issues around parental rights.
A20032	usa	train	We should subsidize stay-at-home dads	in favor of	if subsidizing stay at home dads would help a family better care for their children and stay off public assistance, then i think it's a great idea.
A20033	usa	train	We should abolish capital punishment	against	Capital punishment makes the risk of committing a crime that you permanently lose your life and everything that matters to you, increasing the deterrence of the legal system.
A20034	usa	train	We should introduce compulsory voting	against	compulsory voting shouldn't be introduce because it forces undecided people to vote for a random people will ruin the quality of elections
A20035	usa	train	The vow of celibacy should be abandoned	in favor of	human sexual desires are god given and their is nothing to gain by repressing them
A20036	usa	train	We should close Guantanamo Bay detention camp	against	guantanamo bay detection camp  needs to stay open to hold the worst criminals of the world.
A20037	usa	train	We should subsidize journalism	in favor of	every journalist should be able to report the news regardless of whether they have the monetary means to do so or not.
A20038	usa	train	We should ban private military companies	in favor of	they have no need in society today with the amount of military we have
A20039	usa	train	Assisted suicide should be a criminal offence	in favor of	making assisted suicide legal would put too much pressure on people with serious medical conditions to end their life so that they are not a burden to others
